tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating,review_quality_rating,review_difficulty_rating,review_class,Review_1,Review_2,Review_3
Physics,298,Cornell University,Kyle,,Shen,1082657,33,good,TEACHER,PROFESSOR,4.8,5.0,5.0,,Professor Shen's class was probably the most engaging online class I took. His explanations were clear and understandable. Expect to spend considerable time trying the psets and going to office hours for help on them. He is also considerate if you have any issues with the course and is willing to help you achieve a good grade in the class.,Shen is a great and engaging professor perhaps the best I've had yet. The content is HARD (coming from a literal physics major) but put in the work and you will get a lot out of it. The workload is on the heavier end for time but it does really enrich the understanding of the material. Clear he cares about students too.,Shen was quite a figure on the tongue of people in the class. Many things and many stories you will hear of him and people will fantasize about him.... The class is hard and might be a shock to many of the students (including me) coming into a physics degree. But you get out of the class with a lot of new skills that is necessary for any physicist.
Writing,298,Cornell University,Annie,,Sheng,2537060,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,,really nice,,
Materials Science,298,Cornell University,Robert ,,Shepherd,1954255,5,good,TEACHER,PROFESSOR,4.7,4.0,4.0,,"He's a good professor and the class was pretty interesting overall, especially for people looking to get into entrepreneurship. The grading criteria could have been clearer. Lots of guests lectures, some of them were misses.","Love Dr. Shepherd! At first i found him a little intimidating, but he's actually a really great guy. His lectures are super interesting and he genuinely cares about his students. He's also really good looking which makes it a bit hard to pay attention in class, but that's obviously not his fault lol.","Possibly the single most amazing human being on the surface of planet Earth. Shepherd should be cloned so he can teach all the classes in engineering. Best mentor I have ever had, this is what Ivy League professorship looks like. He is a real life version of a nice-guy Tony Stark, who will guide you through class and life."
Biology,298,Cornell University,Samir,,Sherali,2247781,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,,"Samir was my study group leader for biog1440. He required everyone to talk and pointed out quiet people a lot, but overall I gained a lot from the discussions and collaborative learning",,
Human Ecology,298,Cornell University,Marty,,Sherman,2733249,0,zero,TEACHER,PROFESSOR,N/A,,,,,,
Law,298,Cornell University,Emily,,Sherwin,2107486,1,poor,TEACHER,PROFESSOR,2.0,,,,Lectures meander and seem more like a recitation of the casebook than actually analyzing the issues within the cases. I can't imagine how her exams will be.  May the Creator have mercy on our grades.,,
Computer Science,298,Cornell University,Elaine,,Shi,2082094,3,average,TEACHER,PROFESSOR,3.2,4.0,4.0,,"Amazing professor. Sometimes we would get distracted from what we are supposed to do, but overall, a great professor.","Professor Shi is clearly very interested and passionate about Cryptography, but the class itself could have used serious improvements. This class will take up a HUGE amount of your time every week, and the grading scheme was very unfair, especially for a proof based class. Partial credit is very seldom given. There is, however, a large curve.",Professor Shi is very passionate about her subject and it really shows when she is lecturing.  Her lectures were okay (got a lot more interesting at the end) but she has been one of the professor i had at cornell that went out of her way to help us out whenever we had a question.  
City & Regional Planning,298,Cornell University,Linda,,Shi,2680410,0,zero,TEACHER,PROFESSOR,N/A,,,,,,
Ethnic Studies,298,Cornell University,Michael,,Shin,413916,10,average,TEACHER,PROFESSOR,2.6,5.0,5.0,,"The class is straight-forward but the professor dislikes dissenting opinions. If you agree with everything he says, he'll give you an A/A- on assignments; if you try disagree or present a different theory, he will penalize you with a B/B-. If you're okay with compromising your personal opinions, you'll do well in this class.","friendly but awkward to talk to. seems to be nervous when you to talk to him, so i was never sure if he didn't want to answer my question or was just awkward. grading is easy. essay and finals are about taking notes of what he says and repeat them in your essay and final. dont even have to read, goes over same stuff in class.","THE WORST PROF AT THIS SCHOOL. killed all my interest in korea. extremely boring lectures, consists of whining about how everyone wronged korea and led to its problems. entire course is about han (resentment in korean mind) and does not allow you to talk abt anything besides this. 50% of grade based on final, which is brutal memorization. unfriendl"
Engineering,298,Cornell University,David,,Shmoys,185456,9,good,TEACHER,PROFESSOR,4.1,5.0,5.0,,Awesome professor. Explains everything well and makes it interesting.,"Very good prof.  This intro to OR class gave me a great idea as to what the field was like. The tests were very fair, and his office hours are extremely helpful.","Yo this cat was balling, son. And the p-sets and prelims were actually pretty fun in this class, much better than 320."
Engineering,298,Cornell University,Christine,,Shoemaker,1006282,6,poor,TEACHER,PROFESSOR,2.4,,,,"This is the worst course of Cornell. Not only the lectures, but exams and its solutions also have typos and errors. The TA grades extremely harshly and in most of the cases, she herself has her solutions wrong. Her replies to piazza is extremely delayed and often confusing. I would rate this course D+.","Although this class does not seem too difficult, it is hard to do well, since the professor has absolutely no idea what goes on with the homeworks. Exams are open book, and fairly easy. The final, however was a killer.","Reuses exams (the final for 2011 was the 2010 final). HWs are really long and coding heavy. Many typos in slides, exams, HWs...she doesn't know how to teach but at least the tests are straightforward (or easy enough with logic). Don't take the 4unit project, not worth the extra hours."
Near Eastern Studies,298,Cornell University,Shalom,,Shoer,187564,41,good,TEACHER,PROFESSOR,4.7,5.0,5.0,,Shalom is such a sweet and caring teacher who genuinely cares about you and wants you to do well in his class. Best teacher I've had at Cornell so far.,"Hands down, the best teacher/professor I have ever had. Genuinely cares about students learning the material. Would recommend to everyone","I never use this site, but felt the need to write a review for Shalom because he's such a quality professor. It's clear he has a passion for teaching and genuinely cares about his students. Although the class is pretty light, it's great for getting a foothold in Hebrew. Definitely take, if not for an interest in Hebrew, then for a class with Shalom"
