tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating,review_quality_rating,review_difficulty_rating,review_class,review
Social Science,298,Cornell University,Steve,,Wolf,633702,10,average,TEACHER,PROFESSOR,3.2,4.0,4.0,NTRES3311,"Generally interesting material covered but Prof. Wolf has a ""my way or the highway"" approach to the subject matter, all while claiming that debate and discussion is an important facet of the course. Grading is fair, but be prepared to say what Prof. Wolf wants to you to hear rather than your own opinions about the subject matter."
Horticulture,298,Cornell University,David,W,Wolfe,1907632,1,poor,TEACHER,PROFESSOR,2.0,,,PLHRT3600,"The class subject is interesting, but the lectures tend to be a bit dry. He's very kind-hearted and gentle, so overall he's a wonderful person who really does care a lot about food security in the midst of climate change. Just know that classes and discussions tend to be very quiet. Content and homework easy, and average is A-."
Hotel & Restaurant Management,298,Cornell University,Maria,,Wolfe,2636535,0,zero,TEACHER,PROFESSOR,N/A,,,,
Medieval Studies,298,Cornell University,Alice,,Wolff,2561178,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,MEDVL1101,"Had her for my medieval food FWS. She was very caring and would shift deadlines if we had prelims coming up. Gave extra credit. Lets you eat in class. Very reasonable, manageable workload and flexible with extensions if you need them. Always offered to read your drafts or have conferences with you. Wish I could have her again next semester!"
Physics,298,Cornell University,Zachary,,Wolfson,965827,2,good,TEACHER,PROFESSOR,5.0,5.0,5.0,PHYS111,Great teacher.  Had him for into to physics.  He has a great way of making a copmlicated subject seem straight forward.  Would take any of his courses in a heart beat.  He sincerely wants you to do well.
Philosophy,298,Cornell University,Yuna,,Won,2090775,2,good,TEACHER,PROFESSOR,3.8,5.0,5.0,PHIL1101,She is a wonderful instructor. I loved her freshman writing seminar
Communication,298,Cornell University,Andrea,Stevenson,Won,2358228,5,good,TEACHER,PROFESSOR,3.6,5.0,5.0,COMM4380,was an extremely interesting class! I loved it! It was really fun
English,298,Cornell University,Shelley,,Wong,782439,4,good,TEACHER,PROFESSOR,5.0,5.0,5.0,ENGL2620,Professor Wong has truly brilliant insights into American history and literature. While she teaches in the Asian American studies program she also has substantial knowledge of African-American literature.
Mathematics,298,Cornell University,Kayue,Daniel,Wong,2338460,3,good,TEACHER,PROFESSOR,4.3,5.0,5.0,MAT3040,Feel no respect & tough grading.
History,298,Cornell University,Marjorie,,Wood,1780953,12,good,TEACHER,PROFESSOR,3.8,5.0,5.0,HIST101,"she is awesome, the way how she is teaching and makes you remember history is very easy. quizzes are not hard. I learned a lot and understand American history without stress."
Operations & Information Mgmt.,298,Cornell University,Dawn,,Woodard,1728723,5,poor,TEACHER,PROFESSOR,2.3,4.5,4.5,ENGRD2700,Hands down the most boring professor I've ever had. She just reads off of the slides. She doesn't appear to know the material very well as she is unable to answer many questions. STAY AWAY if possible. Worst class I've ever taken.
Economics,298,Cornell University,Joshua,,Woodard,2278397,0,zero,TEACHER,PROFESSOR,N/A,,,,
Organizational Behavior,298,Cornell University,Kristina,,Workman,2145625,5,good,TEACHER,PROFESSOR,3.8,5.0,5.0,HADM1150,"I really enjoyed this class. She did a great job. The class was serious but reasonable. This isn't a topic that I found fascinating, but she did a good job trying to make it relatable."
Agriculture,298,Cornell University,Randy,,Worobo,2383656,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,FDSC5960,Great guy good teacher
English,298,Cornell University,Dagmawi,,Woubshet,1056853,12,good,TEACHER,PROFESSOR,4.8,4.0,4.0,AMST2650,"Prof. Woubshet is a really nice, good teacher whose earnest passion for the material is palpable. And the books are  quite good. My only criticisms is that he agrees with everything students say, so it stifles discussion. He also had us read some LGBTQ material in an African-American lit class and he didn't connect the two. I recommend him overall!"
Engineering,298,Cornell University,Mingming,,WU,1542478,5,average,TEACHER,PROFESSOR,2.8,5.0,5.0,BEE2600,"This class was okay, it gives you a sampling of knowledge you need for future classes. She didn't really help anyone understand anything, so thankfully the material is pretty easy. Projects/HW is usually easy but time consuming."
Marketing,298,Cornell University,Eugenia,,WU,1750969,0,zero,TEACHER,PROFESSOR,N/A,,,,
Mathematics,298,Cornell University,Peng,,Wu,1779440,5,average,TEACHER,PROFESSOR,2.6,4.0,4.0,MATH2210,"If there is definition for an average class, this class is it.  Everything is predictable; do the homework, go to lecture, put in some work for the class and you get an A.  He's not the most exciting professor however and will talk quietly while he basically reads the textbook to you.  But the class is not overly difficult."
Earth Science,298,Cornell University,Mark,,Wysocki,135315,36,good,TEACHER,PROFESSOR,4.1,4.0,4.0,EAS1310,"Wysocki is one of the funniest and most enjoyable lecturers once you get to know him. He can be intimidating and a bit condescending at first, but i guess it makes you tougher. Complaint is that he rarely posts material on canvas and grade is solely determined by somewhat harsh evaluations of 4 exams. Exams are tough, have to memorize all of unit."
Engineering,298,Cornell University,Chris,,Xu,650289,14,good,TEACHER,PROFESSOR,4.0,4.0,4.0,AEP1100,Gave good lectures but the class was very disorganized. The labs were taught by the TA's and didn't always relate back to the lectures. Homework and labs were often very confusing and required a lot of time at office hours for clarification. Tests were much too difficult for an ENGRI class. Would not recommend this class.
Languages,298,Cornell University,Hongye,,XU,1710888,0,zero,TEACHER,PROFESSOR,N/A,,,,
Sociology,298,Cornell University,Xuewen,(Shelley),Yan,2492852,2,average,TEACHER,PROFESSOR,3.0,5.0,5.0,SOC2208,Xuewen is an amazing TA who knows a lot about the subject and would make herself accessible to students. She also organized interesting class activities for us. Very useful class and would recommend.
Mathematics,298,Cornell University,Guang,,Yang,1172077,5,good,TEACHER,PROFESSOR,3.9,4.0,4.0,MATH1920,"Prof. Yang, or Dennis, as he goes by, was a strong teacher.  His notes largely followed the book, but he seemed much more interested in us learning the concepts and theory behind the math than how to do the specific examples.  I only went to his office hours once, but he spent a long time with me making sure I understood a problem very thoroughly."
Mathematics,298,Cornell University,Bo,,Yang,2220315,2,average,TEACHER,PROFESSOR,3.0,4.0,4.0,MATH2220,"Great professor, a much better choice than the other instructor who taught another session this semester. Professor Yang explains ideas behind multivariable calculus well enough for us to understand. Any questions? He is always helpful during office hours!"
Statistics,298,Cornell University,Xiaolong,,Yang,2442914,6,poor,TEACHER,PROFESSOR,2.2,5.0,5.0,STSCI5065,"For the sake of your mental health, please don't take this man's class. I wouldn't even call him a professor. I honestly have no idea how is he even teaching this class and many other classes and being part of statistics faculty at Cornell. He reads off a slides that were made in 90s and doesn't know anything. He's the worlds worst prof. periodt"
Labor & Employment Relations,298,Cornell University,Duanyi,,Yang,2703337,2,good,TEACHER,PROFESSOR,5.0,5.0,5.0,ILRLR2050,"Nice professor, no outside assignments besides the final and some prep for a project"
Marketing,298,Cornell University,Nathan,,Yang,2657302,6,good,TEACHER,PROFESSOR,3.7,5.0,5.0,AEM2400,"Professor Yang is the goat for intro to marketing. Super nice guy, with easy quizzes/final. He also incorporates a lot of his cutting-edge research into the class as well which is really interesting. TAKE THIS CLASS!"
Agriculture,298,Cornell University,Joe,,Yavitt,484514,20,good,TEACHER,PROFESSOR,4.2,5.0,5.0,NTRES2010,"This guy is the man- super funny and energetic. Four decent length research papers give the class a guise of difficulty but the overall approach to grading is that if you show up and try you do fine. Pop quizzes once a week kind of require to go to class every time, but lectures aren't bad."
Finance,298,Cornell University,Shuai,,Ye,2295586,3,poor,TEACHER,PROFESSOR,2.0,,,NCC5560,"There were videos of class, so you didn't have to go, but lectures were definitely mandatory to watch in some way. The homework was unreasonably difficult given the percent each problem was worth. I'd say that for ever .01% of your grade, you had to put in around an half an hour of work. That's a LOT of work. Lectures are super boring too."
Accounting,298,Cornell University,Eric,,Yeung,2599166,0,zero,TEACHER,PROFESSOR,N/A,,,,
Finance,298,Cornell University,Scott,,Yonker,2496501,1,average,TEACHER,PROFESSOR,3.0,,,AEM4570,Not my favorite professor but thorough slides and content.
Design,298,Cornell University,So-Yeon,,Yoon,2216545,2,good,TEACHER,PROFESSOR,4.5,4.0,4.0,DEA1150,"It may not seem like it at first but she really cares about her students and wants them to become good professionals. She's pretty funny but gives tough,realistic critiques/feedback. Even though its a four hour studio she usually leaves within the first two hours for meetings so a lot of the time is just work time. Lenient with deadlines."
Philosophy,298,Cornell University,Benjamin,,Yost,2729051,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,PHIL1960,"Really fair, open to discussion, and reasonable on homework and exams. Definitely would take again, and in fact I plan to. He will challenge you, but in all the right ways."
Chemical & Biomolecular Engineering,298,Cornell University,Fengqi,,You,2544740,115,good,TEACHER,PROFESSOR,4.9,5.0,5.0,CHEME6880,"It's just been a few weeks, but I really like this course. Professor makes it very FLEXIBLE! No exam, no mandatory attendance! There are timely support and replies on Ed Discussion on various issues. No wonder the class is so popular and hard to get in. I appreciate the Professor sent me a quick email when a slot was opened to sign up."
Languages,298,Cornell University,Munther,,Younes,131116,16,good,TEACHER,PROFESSOR,4.1,4.0,4.0,ARAB1201,"Great prof who really knows Arabic inside and out. Can be a little difficult to get clarification on some things. The class has a reasonable amount of homework every night, so be read for that."
Psychiatry,298,Cornell University,Robert,,Young,574143,4,good,TEACHER,PROFESSOR,3.6,5.0,5.0,HC431H,"Rob was the toughest Honors College instructor that I've had.  He assigned an entire book to read, plus a paper.  Weekly.  He was quite condescending, and was really too obsessed with the term:  Design Principle.  My class should have been titled: Introduction to Design Principles.  Avoid taking his class if you're all about grades."
